name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,38882,6894003213,,,,,,,106.5160279,29.3003308,,,
,38883,5175082894,,,,,,,106.5297287,29.34674,,,
,38884,9926777286,,,,,,,106.5251525,29.3463817,,,
,38885,2627765560,,,,,,,106.2114228,29.2775813,,,
,38886,6894107363,,,,,,,106.2164062,29.2758664,,,
,38887,2552397649,,,,,,,106.5269622,29.3842833,,,
,38888,,,,,,,,106.3108108,29.2336,,,boundary node created by osm2gmns
,38889,10763633449,,,,,,,106.5139669,29.353408,,,
,38890,10763633443,,,,,,,106.5137548,29.3446624,,,
,38891,9466164152,,,,,,,106.5512804,29.34911,,,
,38892,9466164153,,,,,,,106.5512442,29.3485936,,,
,38893,9559723750,,,,,,,106.5507745,29.346438,,,
,38894,9466187811,,,,,,,106.5492111,29.3404157,,,
,38895,6894003275,,,,,,,106.5486926,29.3393481,,,
,38896,9926777311,,,,,,,106.529117,29.3402083,,,
,38897,9559724712,,,,,,,106.5287372,29.3402705,,,
